itr.,error,수정전Date&Time,년,월,일,시각,시간,Date&Time,수위(m),유량(㎥/sec),해발표고,경주ASOS,토함산AWS,Unnamed: 14,시작,45852.375,끝,45994.958333333336,Unnamed: 19,142.58333333333576,28.516666666667152
2512,01:00:00,2025-10-27,2025,10,27,1,2025-10-27 01,2025-10-27 01:00:00,3.07,4.716,7.81,,0.0,,,,,,,,
2513,02:00:00,2025-10-27,2025,10,27,2,2025-10-27 02,2025-10-27 02:00:00,3.07,4.716,7.81,,0.0,,,,,,,,
2514,03:00:00,2025-10-27,2025,10,27,3,2025-10-27 03,2025-10-27 03:00:00,3.07,4.716,7.81,,0.0,,,,,,,,
2515,04:00:00,2025-10-27,2025,10,27,4,2025-10-27 04,2025-10-27 04:00:00,3.07,4.716,7.81,,0.0,,,,,,,,
2516,05:00:00,2025-10-27,2025,10,27,5,2025-10-27 05,2025-10-27 05:00:00,3.07,4.716,7.81,,0.0,,,,,,,,
2517,06:00:00,2025-10-27,2025,10,27,6,2025-10-27 06,2025-10-27 06:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
2518,07:00:00,2025-10-27,2025,10,27,7,2025-10-27 07,2025-10-27 07:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
2519,08:00:00,2025-10-27,2025,10,27,8,2025-10-27 08,2025-10-27 08:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
2520,09:00:00,2025-10-27,2025,10,27,9,2025-10-27 09,2025-10-27 09:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
2521,10:00:00,2025-10-27,2025,10,27,10,2025-10-27 10,2025-10-27 10:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
2522,11:00:00,2025-10-27,2025,10,27,11,2025-10-27 11,2025-10-27 11:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
2523,12:00:00,2025-10-27,2025,10,27,12,2025-10-27 12,2025-10-27 12:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2524,13:00:00,2025-10-27,2025,10,27,13,2025-10-27 13,2025-10-27 13:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2525,14:00:00,2025-10-27,2025,10,27,14,2025-10-27 14,2025-10-27 14:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2526,15:00:00,2025-10-27,2025,10,27,15,2025-10-27 15,2025-10-27 15:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2527,16:00:00,2025-10-27,2025,10,27,16,2025-10-27 16,2025-10-27 16:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2528,17:00:00,2025-10-27,2025,10,27,17,2025-10-27 17,2025-10-27 17:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2529,18:00:00,2025-10-27,2025,10,27,18,2025-10-27 18,2025-10-27 18:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2530,19:00:00,2025-10-27,2025,10,27,19,2025-10-27 19,2025-10-27 19:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2531,20:00:00,2025-10-27,2025,10,27,20,2025-10-27 20,2025-10-27 20:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2532,21:00:00,2025-10-27,2025,10,27,21,2025-10-27 21,2025-10-27 21:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2533,22:00:00,2025-10-27,2025,10,27,22,2025-10-27 22,2025-10-27 22:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
2534,23:00:00,2025-10-27,2025,10,27,23,2025-10-27 23,2025-10-27 23:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2535,00:00:00,2025-10-28,2025,10,28,0,2025-10-28 00,2025-10-28 00:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2536,01:00:00,2025-10-28,2025,10,28,1,2025-10-28 01,2025-10-28 01:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2537,02:00:00,2025-10-28,2025,10,28,2,2025-10-28 02,2025-10-28 02:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2538,03:00:00,2025-10-28,2025,10,28,3,2025-10-28 03,2025-10-28 03:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2539,04:00:00,2025-10-28,2025,10,28,4,2025-10-28 04,2025-10-28 04:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2540,05:00:00,2025-10-28,2025,10,28,5,2025-10-28 05,2025-10-28 05:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2541,06:00:00,2025-10-28,2025,10,28,6,2025-10-28 06,2025-10-28 06:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2542,07:00:00,2025-10-28,2025,10,28,7,2025-10-28 07,2025-10-28 07:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2543,08:00:00,2025-10-28,2025,10,28,8,2025-10-28 08,2025-10-28 08:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
2544,09:00:00,2025-10-28,2025,10,28,9,2025-10-28 09,2025-10-28 09:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2545,10:00:00,2025-10-28,2025,10,28,10,2025-10-28 10,2025-10-28 10:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2546,11:00:00,2025-10-28,2025,10,28,11,2025-10-28 11,2025-10-28 11:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2547,12:00:00,2025-10-28,2025,10,28,12,2025-10-28 12,2025-10-28 12:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2548,13:00:00,2025-10-28,2025,10,28,13,2025-10-28 13,2025-10-28 13:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2549,14:00:00,2025-10-28,2025,10,28,14,2025-10-28 14,2025-10-28 14:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2550,15:00:00,2025-10-28,2025,10,28,15,2025-10-28 15,2025-10-28 15:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2551,16:00:00,2025-10-28,2025,10,28,16,2025-10-28 16,2025-10-28 16:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2552,17:00:00,2025-10-28,2025,10,28,17,2025-10-28 17,2025-10-28 17:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2553,18:00:00,2025-10-28,2025,10,28,18,2025-10-28 18,2025-10-28 18:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2554,19:00:00,2025-10-28,2025,10,28,19,2025-10-28 19,2025-10-28 19:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2555,20:00:00,2025-10-28,2025,10,28,20,2025-10-28 20,2025-10-28 20:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2556,21:00:00,2025-10-28,2025,10,28,21,2025-10-28 21,2025-10-28 21:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2557,22:00:00,2025-10-28,2025,10,28,22,2025-10-28 22,2025-10-28 22:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2558,23:00:00,2025-10-28,2025,10,28,23,2025-10-28 23,2025-10-28 23:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2559,00:00:00,2025-10-29,2025,10,29,0,2025-10-29 00,2025-10-29 00:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2560,01:00:00,2025-10-29,2025,10,29,1,2025-10-29 01,2025-10-29 01:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2561,02:00:00,2025-10-29,2025,10,29,2,2025-10-29 02,2025-10-29 02:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
2562,03:00:00,2025-10-29,2025,10,29,3,2025-10-29 03,2025-10-29 03:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2563,04:00:00,2025-10-29,2025,10,29,4,2025-10-29 04,2025-10-29 04:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2564,05:00:00,2025-10-29,2025,10,29,5,2025-10-29 05,2025-10-29 05:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2565,06:00:00,2025-10-29,2025,10,29,6,2025-10-29 06,2025-10-29 06:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2566,07:00:00,2025-10-29,2025,10,29,7,2025-10-29 07,2025-10-29 07:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2567,08:00:00,2025-10-29,2025,10,29,8,2025-10-29 08,2025-10-29 08:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2568,09:00:00,2025-10-29,2025,10,29,9,2025-10-29 09,2025-10-29 09:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2569,10:00:00,2025-10-29,2025,10,29,10,2025-10-29 10,2025-10-29 10:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2570,11:00:00,2025-10-29,2025,10,29,11,2025-10-29 11,2025-10-29 11:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2571,12:00:00,2025-10-29,2025,10,29,12,2025-10-29 12,2025-10-29 12:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2572,13:00:00,2025-10-29,2025,10,29,13,2025-10-29 13,2025-10-29 13:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2573,14:00:00,2025-10-29,2025,10,29,14,2025-10-29 14,2025-10-29 14:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2574,15:00:00,2025-10-29,2025,10,29,15,2025-10-29 15,2025-10-29 15:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2575,16:00:00,2025-10-29,2025,10,29,16,2025-10-29 16,2025-10-29 16:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
2576,17:00:00,2025-10-29,2025,10,29,17,2025-10-29 17,2025-10-29 17:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2577,18:00:00,2025-10-29,2025,10,29,18,2025-10-29 18,2025-10-29 18:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2578,19:00:00,2025-10-29,2025,10,29,19,2025-10-29 19,2025-10-29 19:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2579,20:00:00,2025-10-29,2025,10,29,20,2025-10-29 20,2025-10-29 20:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2580,21:00:00,2025-10-29,2025,10,29,21,2025-10-29 21,2025-10-29 21:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2581,22:00:00,2025-10-29,2025,10,29,22,2025-10-29 22,2025-10-29 22:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2582,23:00:00,2025-10-29,2025,10,29,23,2025-10-29 23,2025-10-29 23:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2583,00:00:00,2025-10-30,2025,10,30,0,2025-10-30 00,2025-10-30 00:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2584,01:00:00,2025-10-30,2025,10,30,1,2025-10-30 01,2025-10-30 01:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2585,02:00:00,2025-10-30,2025,10,30,2,2025-10-30 02,2025-10-30 02:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2586,03:00:00,2025-10-30,2025,10,30,3,2025-10-30 03,2025-10-30 03:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2587,04:00:00,2025-10-30,2025,10,30,4,2025-10-30 04,2025-10-30 04:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2588,05:00:00,2025-10-30,2025,10,30,5,2025-10-30 05,2025-10-30 05:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2589,06:00:00,2025-10-30,2025,10,30,6,2025-10-30 06,2025-10-30 06:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2590,07:00:00,2025-10-30,2025,10,30,7,2025-10-30 07,2025-10-30 07:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2591,08:00:00,2025-10-30,2025,10,30,8,2025-10-30 08,2025-10-30 08:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2592,09:00:00,2025-10-30,2025,10,30,9,2025-10-30 09,2025-10-30 09:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2593,10:00:00,2025-10-30,2025,10,30,10,2025-10-30 10,2025-10-30 10:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2594,11:00:00,2025-10-30,2025,10,30,11,2025-10-30 11,2025-10-30 11:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2595,12:00:00,2025-10-30,2025,10,30,12,2025-10-30 12,2025-10-30 12:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2596,13:00:00,2025-10-30,2025,10,30,13,2025-10-30 13,2025-10-30 13:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2597,14:00:00,2025-10-30,2025,10,30,14,2025-10-30 14,2025-10-30 14:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2598,15:00:00,2025-10-30,2025,10,30,15,2025-10-30 15,2025-10-30 15:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2599,16:00:00,2025-10-30,2025,10,30,16,2025-10-30 16,2025-10-30 16:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2600,17:00:00,2025-10-30,2025,10,30,17,2025-10-30 17,2025-10-30 17:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2601,18:00:00,2025-10-30,2025,10,30,18,2025-10-30 18,2025-10-30 18:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2602,19:00:00,2025-10-30,2025,10,30,19,2025-10-30 19,2025-10-30 19:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2603,20:00:00,2025-10-30,2025,10,30,20,2025-10-30 20,2025-10-30 20:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2604,21:00:00,2025-10-30,2025,10,30,21,2025-10-30 21,2025-10-30 21:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2605,22:00:00,2025-10-30,2025,10,30,22,2025-10-30 22,2025-10-30 22:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2606,23:00:00,2025-10-30,2025,10,30,23,2025-10-30 23,2025-10-30 23:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2607,00:00:00,2025-10-31,2025,10,31,0,2025-10-31 00,2025-10-31 00:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2608,01:00:00,2025-10-31,2025,10,31,1,2025-10-31 01,2025-10-31 01:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2609,02:00:00,2025-10-31,2025,10,31,2,2025-10-31 02,2025-10-31 02:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2610,03:00:00,2025-10-31,2025,10,31,3,2025-10-31 03,2025-10-31 03:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2611,04:00:00,2025-10-31,2025,10,31,4,2025-10-31 04,2025-10-31 04:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2612,05:00:00,2025-10-31,2025,10,31,5,2025-10-31 05,2025-10-31 05:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2613,06:00:00,2025-10-31,2025,10,31,6,2025-10-31 06,2025-10-31 06:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2614,07:00:00,2025-10-31,2025,10,31,7,2025-10-31 07,2025-10-31 07:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2615,08:00:00,2025-10-31,2025,10,31,8,2025-10-31 08,2025-10-31 08:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2616,09:00:00,2025-10-31,2025,10,31,9,2025-10-31 09,2025-10-31 09:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2617,10:00:00,2025-10-31,2025,10,31,10,2025-10-31 10,2025-10-31 10:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2618,11:00:00,2025-10-31,2025,10,31,11,2025-10-31 11,2025-10-31 11:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2619,12:00:00,2025-10-31,2025,10,31,12,2025-10-31 12,2025-10-31 12:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2620,13:00:00,2025-10-31,2025,10,31,13,2025-10-31 13,2025-10-31 13:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2621,14:00:00,2025-10-31,2025,10,31,14,2025-10-31 14,2025-10-31 14:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2622,15:00:00,2025-10-31,2025,10,31,15,2025-10-31 15,2025-10-31 15:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2623,16:00:00,2025-10-31,2025,10,31,16,2025-10-31 16,2025-10-31 16:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2624,17:00:00,2025-10-31,2025,10,31,17,2025-10-31 17,2025-10-31 17:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2625,18:00:00,2025-10-31,2025,10,31,18,2025-10-31 18,2025-10-31 18:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2626,19:00:00,2025-10-31,2025,10,31,19,2025-10-31 19,2025-10-31 19:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2627,20:00:00,2025-10-31,2025,10,31,20,2025-10-31 20,2025-10-31 20:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2628,21:00:00,2025-10-31,2025,10,31,21,2025-10-31 21,2025-10-31 21:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2629,22:00:00,2025-10-31,2025,10,31,22,2025-10-31 22,2025-10-31 22:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2630,23:00:00,2025-10-31,2025,10,31,23,2025-10-31 23,2025-10-31 23:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2631,00:00:00,2025-11-01,2025,11,1,0,2025-11-01 00,2025-11-01 00:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2632,01:00:00,2025-11-01,2025,11,1,1,2025-11-01 01,2025-11-01 01:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2633,02:00:00,2025-11-01,2025,11,1,2,2025-11-01 02,2025-11-01 02:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2634,03:00:00,2025-11-01,2025,11,1,3,2025-11-01 03,2025-11-01 03:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2635,04:00:00,2025-11-01,2025,11,1,4,2025-11-01 04,2025-11-01 04:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2636,05:00:00,2025-11-01,2025,11,1,5,2025-11-01 05,2025-11-01 05:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2637,06:00:00,2025-11-01,2025,11,1,6,2025-11-01 06,2025-11-01 06:00:00,3.0,2.408,7.74,0.0,0.0,,,,,,,,
2638,07:00:00,2025-11-01,2025,11,1,7,2025-11-01 07,2025-11-01 07:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2639,08:00:00,2025-11-01,2025,11,1,8,2025-11-01 08,2025-11-01 08:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2640,09:00:00,2025-11-01,2025,11,1,9,2025-11-01 09,2025-11-01 09:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2641,10:00:00,2025-11-01,2025,11,1,10,2025-11-01 10,2025-11-01 10:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2642,11:00:00,2025-11-01,2025,11,1,11,2025-11-01 11,2025-11-01 11:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2643,12:00:00,2025-11-01,2025,11,1,12,2025-11-01 12,2025-11-01 12:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2644,13:00:00,2025-11-01,2025,11,1,13,2025-11-01 13,2025-11-01 13:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2645,14:00:00,2025-11-01,2025,11,1,14,2025-11-01 14,2025-11-01 14:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2646,15:00:00,2025-11-01,2025,11,1,15,2025-11-01 15,2025-11-01 15:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2647,16:00:00,2025-11-01,2025,11,1,16,2025-11-01 16,2025-11-01 16:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2648,17:00:00,2025-11-01,2025,11,1,17,2025-11-01 17,2025-11-01 17:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2649,18:00:00,2025-11-01,2025,11,1,18,2025-11-01 18,2025-11-01 18:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2650,19:00:00,2025-11-01,2025,11,1,19,2025-11-01 19,2025-11-01 19:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2651,20:00:00,2025-11-01,2025,11,1,20,2025-11-01 20,2025-11-01 20:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2652,21:00:00,2025-11-01,2025,11,1,21,2025-11-01 21,2025-11-01 21:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2653,22:00:00,2025-11-01,2025,11,1,22,2025-11-01 22,2025-11-01 22:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2654,23:00:00,2025-11-01,2025,11,1,23,2025-11-01 23,2025-11-01 23:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2655,00:00:00,2025-11-02,2025,11,2,0,2025-11-02 00,2025-11-02 00:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2656,01:00:00,2025-11-02,2025,11,2,1,2025-11-02 01,2025-11-02 01:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2657,02:00:00,2025-11-02,2025,11,2,2,2025-11-02 02,2025-11-02 02:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2658,03:00:00,2025-11-02,2025,11,2,3,2025-11-02 03,2025-11-02 03:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2659,04:00:00,2025-11-02,2025,11,2,4,2025-11-02 04,2025-11-02 04:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2660,05:00:00,2025-11-02,2025,11,2,5,2025-11-02 05,2025-11-02 05:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2661,06:00:00,2025-11-02,2025,11,2,6,2025-11-02 06,2025-11-02 06:00:00,2.99,2.107,7.73,0.0,0.0,,,,,,,,
2662,07:00:00,2025-11-02,2025,11,2,7,2025-11-02 07,2025-11-02 07:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2663,08:00:00,2025-11-02,2025,11,2,8,2025-11-02 08,2025-11-02 08:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2664,09:00:00,2025-11-02,2025,11,2,9,2025-11-02 09,2025-11-02 09:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2665,10:00:00,2025-11-02,2025,11,2,10,2025-11-02 10,2025-11-02 10:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2666,11:00:00,2025-11-02,2025,11,2,11,2025-11-02 11,2025-11-02 11:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2667,12:00:00,2025-11-02,2025,11,2,12,2025-11-02 12,2025-11-02 12:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2668,13:00:00,2025-11-02,2025,11,2,13,2025-11-02 13,2025-11-02 13:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2669,14:00:00,2025-11-02,2025,11,2,14,2025-11-02 14,2025-11-02 14:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2670,15:00:00,2025-11-02,2025,11,2,15,2025-11-02 15,2025-11-02 15:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2671,16:00:00,2025-11-02,2025,11,2,16,2025-11-02 16,2025-11-02 16:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
2672,17:00:00,2025-11-02,2025,11,2,17,2025-11-02 17,2025-11-02 17:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2673,18:00:00,2025-11-02,2025,11,2,18,2025-11-02 18,2025-11-02 18:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2674,19:00:00,2025-11-02,2025,11,2,19,2025-11-02 19,2025-11-02 19:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2675,20:00:00,2025-11-02,2025,11,2,20,2025-11-02 20,2025-11-02 20:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2676,21:00:00,2025-11-02,2025,11,2,21,2025-11-02 21,2025-11-02 21:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2677,22:00:00,2025-11-02,2025,11,2,22,2025-11-02 22,2025-11-02 22:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2678,23:00:00,2025-11-02,2025,11,2,23,2025-11-02 23,2025-11-02 23:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2679,00:00:00,2025-11-03,2025,11,3,0,2025-11-03 00,2025-11-03 00:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2680,01:00:00,2025-11-03,2025,11,3,1,2025-11-03 01,2025-11-03 01:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2681,02:00:00,2025-11-03,2025,11,3,2,2025-11-03 02,2025-11-03 02:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2682,03:00:00,2025-11-03,2025,11,3,3,2025-11-03 03,2025-11-03 03:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2683,04:00:00,2025-11-03,2025,11,3,4,2025-11-03 04,2025-11-03 04:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2684,05:00:00,2025-11-03,2025,11,3,5,2025-11-03 05,2025-11-03 05:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2685,06:00:00,2025-11-03,2025,11,3,6,2025-11-03 06,2025-11-03 06:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2686,07:00:00,2025-11-03,2025,11,3,7,2025-11-03 07,2025-11-03 07:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2687,08:00:00,2025-11-03,2025,11,3,8,2025-11-03 08,2025-11-03 08:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2688,09:00:00,2025-11-03,2025,11,3,9,2025-11-03 09,2025-11-03 09:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2689,10:00:00,2025-11-03,2025,11,3,10,2025-11-03 10,2025-11-03 10:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2690,11:00:00,2025-11-03,2025,11,3,11,2025-11-03 11,2025-11-03 11:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2691,12:00:00,2025-11-03,2025,11,3,12,2025-11-03 12,2025-11-03 12:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2692,13:00:00,2025-11-03,2025,11,3,13,2025-11-03 13,2025-11-03 13:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2693,14:00:00,2025-11-03,2025,11,3,14,2025-11-03 14,2025-11-03 14:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2694,15:00:00,2025-11-03,2025,11,3,15,2025-11-03 15,2025-11-03 15:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2695,16:00:00,2025-11-03,2025,11,3,16,2025-11-03 16,2025-11-03 16:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2696,17:00:00,2025-11-03,2025,11,3,17,2025-11-03 17,2025-11-03 17:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2697,18:00:00,2025-11-03,2025,11,3,18,2025-11-03 18,2025-11-03 18:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2698,19:00:00,2025-11-03,2025,11,3,19,2025-11-03 19,2025-11-03 19:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2699,20:00:00,2025-11-03,2025,11,3,20,2025-11-03 20,2025-11-03 20:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2700,21:00:00,2025-11-03,2025,11,3,21,2025-11-03 21,2025-11-03 21:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2701,22:00:00,2025-11-03,2025,11,3,22,2025-11-03 22,2025-11-03 22:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2702,23:00:00,2025-11-03,2025,11,3,23,2025-11-03 23,2025-11-03 23:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2703,00:00:00,2025-11-04,2025,11,4,0,2025-11-04 00,2025-11-04 00:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
